https://fantasyfootballanalytics.net/feed,Fantasy Football Analytics,images/logos/youtube.png,33,E
https://www.fftoday.com/rss/news.xml,FFToday,images/logos/youtube.png,31,E
https://www.fantasysp.com/rss/all/fantasysp/,Fantasy SP,images/logos/fantasySP.png,3,E
https://rss2.feedspot.com/https://www.rotowire.com/football/articles.php,ROTOWIRE,https://content.rotowire.com/images/rotowire-site-logo.svg,6,E
https://www.espn.com/espn/rss/nfl/news?null,ESPN,https://a.espncdn.com/i/espn/teamlogos/lrg/trans/espn_dotcom_black.gif,0,E
https://dynastyleaguefootball.com/feed/,Dynasty,images/logos/Dynasty.png,8,E
https://www.dynastynerds.com/feed/,Dynasty Nerds,images/logos/DynastyNerds.png,30,E
https://anchor.fm/s/25cb1c84/podcast/rss,PFF Fantasy Podcast,images/logos/youtube.png,5,E
https://www.cbssports.com/rss/headlines/nfl/,CBS,images/logos/youtube.png,1,E
https://anchor.fm/s/92a2415c/podcast/rss,FantasyPros,images/logos/youtube.png,8,E
https://football.razzball.com/feed,Razzball Fantasy,images/logos/youtube.png,9,E
https://dynastyleaguefootball.com/feed/,Dynasty League,images/logos/youtube.png,10,E
https://thefantasyfootballers.libsyn.com/fantasyfootball,Fantasy Footballers,images/logos/youtube.png,4,E
https://api.foxsports.com/v2/content/optimized-rss?partnerKey=MB0Wehpmuj2lUhuRhQaafhBjAJqaPU244mlTDK1i&size=30&tags=fs/nfl,FOX,https://b.fssta.com/uploads/application/fscom/fox-sports-logo-black.png,2,E
https://twitter.com/AdamSchefter,Adam Schefter,none,1,T
https://twitter.com/RapSheet,Ian Rapoport,none,2,T
https://twitter.com/NFLonFOX,NFL ON FOX,none,3,T
https://twitter.com/gregcosell,Greg Cosell,none,4,T
https://twitter.com/PriscoCBS,Pete Prisco,none,5,T
https://twitter.com/SI_PeterKing,Peter King,none,6,T
